Post,Labels Set,Dataset
ஓரினசேர்க்கை என்பது மனநிலையில் ஏற்படும் மாற்றமா அல்லது உடலில் ஏற்படும் மாற்றமா,Non-Hate-Speech,tamil_dataset
"என்ன பொண்னுடா இது, ஃப்பா,சிரிக்கும் போது ஐயோ சூப்பர்,,,",Non-Hate-Speech,tamil_dataset
"Venkatesh Rajagopalan மிருகங்களிலும் இது சாதாரணம், யோசிக்காமல் இங்கே வந்து உளர வேண்டாம் மேதாவியே!",Non-Hate-Speech,tamil_dataset
உங்க உணர்வுகளை நன் மதிக்கிறேன் ஆனால் அத்து மிறும் போது தான் உங்கள் மீது கோபம் வருகிறது கழிவறைகளில் பேருந்துகளில் என்னிடம் வரம்பு மீறி இது வரை இரண்டு பேர் அடி வாங்கி உள்ளனர் அது உங்கள் உணர்வுகளை உங்கள் உணர்வு உடையர்களுடன் மட்டும் தான் நீங்கள் வைத்து கொள்ள வேண்டும் அடுத்தவரிடம் வரம்பு மீறுவது குற்றம்,Non-Hate-Speech,tamil_dataset
முழுச முகமத பின்பற்றவில்லை என்றால் நீ முசுலிமே கிடையாது...,Non-Hate-Speech,tamil_dataset
🌹🌹🌹🌹🌹🌹🌹சூப்பர் நண்பா ♥,Non-Hate-Speech,tamil_dataset
"மதன் இந்த உலகத்தல நமக்கு பிடிக்காத விருப்பமில்லாத நிறைய விசயங்கள் நடக்குது. இதை எல்லாத்தையும் திருத்தவோ தடுக்கவோ யாராலும் எப்பவும் முடியாது ,இந்த உலகத்தில நடக்க வேண்டியது எல்லாம் நடந்து கொண்டே இருக்கும் .நாம் நம் பாதையை தூய்மை படுத்துக்கொண்டு போய்க்கொண்டே இருப்பது தானே சரி. ஆனா ஒண்ணு நாம மத்தவங்களுக்கு மனசார உதவியாக வாழணும். 👍👍👍",Non-Hate-Speech,tamil_dataset
Yuvaraj V அவர் அப்பா இது மாதிரி நினைத்து ஒரு ஆம்பளை கூட குடும்பம் நடத்தி இருந்தால் அவள் இப்போது இப்படி பேசிக்கொண்டு இருப்பாளா,Hate-Speech,tamil_dataset
Ipa நாடு நல்லா செழிப்பாக இரு‌க்கா...?,Non-Hate-Speech,tamil_dataset
{சிங்கள் டீ மச்சி யூ டியுப்} சேனல் போல நீங்களும் part 2 34 எடுக்க போறிங்களா  prank. உண்மையா இருக்குமுன்னு நம்புற,Non-Hate-Speech,tamil_dataset
நீயே அப்படிதான்டா இருக்க😂😂,Non-Hate-Speech,tamil_dataset
வாழ்க மனித நேயம் உணவு இல்லாதவர்க்கு உணவு கொடுத்தது மிகப் பெரிய தர்மம் தர்மத்தின் விளம்பரம் காண வேண்டாம் நீ தர்மத்தை பிறருக்கு அறியாமல்,Non-Hate-Speech,tamil_dataset
