Post,Labels Set,Category,Dataset,Processed_Post
আমরা তারাতারি ফাসি চাই,0,crime,Bengali hate speech ,আমরা তারাতারি ফাসি চাই
কার কাছে বিচার দাও,0,politics,Bengali hate speech ,কার কাছে বিচার দাও
ওজেঅনপুসকে কাপুর খুলেদেয় নিজের সামি ছারাএর বিচার করে বুজ,0,crime,Bengali hate speech ,ওজেঅনপুসকে কাপুর খুলেদেয় নিজের সামি ছারাএর বিচার করে বুজ
কাবলি ওয়ালা অসাধারণ হল মুবিটি,0,entertainment,Bengali hate speech ,কাবলি ওয়ালা অসাধারণ হল মুবিটি
আর ডিসি হল খানকির পোলা লুচ্চা,1,crime,Bengali hate speech ,আর ডিসি হল খানকির পোলা লুচ্চা
অনুষ্ঠান শেষ করা উচিত ছিল,0,religion,Bengali hate speech ,অনুষ্ঠান শেষ করা উচিত ছিল
এই বোকা চোদাদেরকে বিচারোক হিসাবে কে 🤔🙄😜😋,1,entertainment,Bengali hate speech ,এই বোকা চোদাদেরকে বিচারোক হিসাবে কে 
এর মানে কী 😱😱😱😱😱😱😱😱😱😱😱😁😁,0,religion,Bengali hate speech ,এর মানে কী 
"ছি ছি কি লজ্জা তোমরা কি মানুষ তোমরা কি ছাত্র কিভাবে পার একজন শিক্ষিত, সুশীল, জ্ঞানী ও গুনী লোক কে এভাবে গালি ও নোংরা কথা বলতে   স্যার আপনি ওদের কথায় হতাশ বা লজ্জিত ও কষ্ট পাবেন না আমি জানি কারন আপনি একজন শিক্ষিত মাদারশুদ",1,celebrity,Bengali hate speech ,"ছি ছি কি লজ্জা তোমরা কি মানুষ তোমরা কি ছাত্র কিভাবে পার একজন শিক্ষিত, সুশীল, জ্ঞানী ও গুনী লোক কে এভাবে গালি ও নোংরা কথা বলতে   স্যার আপনি ওদের কথায় হতাশ বা লজ্জিত ও কষ্ট পাবেন না আমি জানি কারন আপনি একজন শিক্ষিত মাদারশুদ"
এই ভন্ড দের রাস্তায় জনগণের সামনে ফাসি দেয়া ইচিত। হারামির জাতেরা। ইসলামের নাম খারাপ করছে,1,religion,Bengali hate speech ,এই ভন্ড দের রাস্তায় জনগণের সামনে ফাসি দেয়া ইচিত। হারামির জাতেরা। ইসলামের নাম খারাপ করছে
