GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Home,Appliances,Air-condition,Split AC,Croma,"PM 2.5 filter, dust filter, air purification filter, capacity, coil material, wifi",Coil Material,Negative,आता एसीमध्ये कॉपर अलॉय कॉइल्स आहेत. त्या अल्युमिनियम कॉइल्सच्या तुलनेत जास्त प्रभावी असल्या तरी त्यामुळे किंमत खूप जास्त आहे.
Health/Wellness,Personal Care,body,lotion/body butters,HIMALAYA Nourishing Body Lotion,"season/climate, fragrance","skin types, hydra-nutri balance. glowing skin",Positive,प्रभावी हायड्रा-न्युट्री बॅलन्सने समृद्ध जो तुमच्या त्वचेला चकाकी देतो.
Vehicles,Automotives,Bikes,Commuter,Bajaj,"popular, young generation, fuel efficiency,","Reliability, evolution in services, indigenous technological upgradation, symbolic of India's prowess in the automobile industry, low mileage, high price and maintenance costs",Negative,बजाज पल्सर मॉडेल दिसायला स्टायलिश असले तरी कमी मायलेज देते तसेच किंमत आणि मेंटेनन्सचा खर्च जास्त आहे.
Entertainment,Amusement,Parks,For children,Vithoba Balaji Murkute Park ,"entry price, rides and attractions, developmental activities,Play area,maintenance",maintenance,Negative,स्वच्छतागृहांची स्थिती अतिशय वाईट आहे आणि स्वच्छ पिण्याच्या पाण्याची सुविधा नाही.
Pets,Dogs,Grooming,Grooming clippers,T-VITEK,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer","powerful, easy to use, tools",Positive,सर्वोत्तम शक्तिशाली क्लिपर आणि वापरण्यास अतिशय सोपे. याच्यासह सर्व साधने मिळतात. कात्रीदेखील उत्तम आहे.
Transportation,Air,Flights,Domestic,Air India,"Cleanliness, hassle-free booking, safety, punctuality, luggage allowance, insurance, zero cancellation fees, affordable rates",Luggage allowance Punctuality,Negative,“पूर्वी फार वक्तशीर नव्हती.”
Baby Products,Baby,"Baby bath, skin and grooming",Lotion and cream,Himalaya,"vitamin E, power of herbs, clinically proven mild, moisturizes","Mild, herbal.",Positive,हे अतिशय सहजपणे शोषले जाते आणि त्वचेसाठी अतिशय सौम्य आहे.
Fashion,Beauty,Fragrance,Perfume,DressBerry Crush Fragrance Mist,"unisex/men/women, long lasting smell",Long lasting,Negative,"याचा सुगंध फार काळ टिकत नाही. इतर ब्रँड्सच्या तुलनेत, मी याची खात्री देणार नाही."
Education,Books,Children's book,Story books,Aesop Fables,"moral stories, stories with colourful pictures, simple language, illustrations to add fun, Price",Illustrations to add fun,Positive,मजा वाढवण्यासाठी सुंदर चित्रे. माझ्या 3 वर्षाच्या मुलाला आवडले. प्रत्येक पुस्तकात एक गोष्ट आहे. त्या समजायला सोप्या आहेत कारण मुले चांगल्या चित्रांशी संबंध जोडू शकतात.
Entertainment,Apps,Entertainment,Music apps,Spotify,"offline downloads, high quality audio, official albums, recommendations based on taste, location and time of the day, ads, listening with the screen off",Ads,Negative,हे अॅप संगीत ऐकण्यापेक्षा विशेषकरून जाहिरातींसाठीच आहे. खूपच जाहिराती येत राहतात.
Health/Wellness,Personal Care,body,body wash,Pears Pure and Gente body wash,"natural ingredients, cruelty-free","hydrated and glowing skin, pure glycerin, 100% soap free",Positive,"या जेलचा चांगला फेस होतो आणि मस्त बुडबुडे तयार होतात, तुम्हाला ताजेतवाने करण्याबरोबरच त्वचा प्रभावीपणे साफ आणि मॉईश्चरायईज करतो."
