GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Health/Wellness,Personal Care,body,lotion/body butters,Pond’s Triple Vitamin Moisturising Lotion,"season/climate, fragrance","season/climate, nourishing",Positive,শুষ্ক এবং ফাটা ত্বককে কার্যকরভাবে পুষ্টি দেয়
Home,Appliances,Air-condition,Inverter AC,Godrej,"AI Dual Inverter, AI Convertible 6-in-1 cooling, HD Filter with Anti-Virus Protection, auto clean, capacity, coil material, wifi",HD Filter with Anti-virus Protection,Positive,"গোদরেজ এসি একটি এইচডি ফিল্টার সরবরাহ করে, যার মধ্যে জালটি ক্যাশনিক সিলভার আয়ন (এজিএনপি) এর সাথে লেপা থাকে যা 99% এরও বেশি ভাইরাস এবং ব্যাকটেরিয়ার সংস্পর্শে নিষ্ক্রিয় করে। সঠিকভাবে বলতে গেলে, এটি আপনার রুমের জন্য ভাইরাস প্রতিরোধী হিসেবে কাজ করে।"
Home,Appliances,Air cooler,Window air coolers,Havells,"saves floor space, suitable for kid's room/hostel room, cool tank capacity, controller type, Noise Levels, Design, Takes more space",Controller type,Positive,হ্যাভেলস তাদের উইন্ডো এয়ার কুলারে আর্দ্রতা নিয়ন্ত্রণকারী যন্ত্রটি এখন চালু করেছে। এটি বাইরের আবহাওয়া অনুযায়ী বাতাসের আর্দ্রতা নিয়ন্ত্রণ করে।
Home,Appliances,Air-condition,Split AC,Croma,"PM 2.5 filter, dust filter, air purification filter, capacity, coil material, wifi",Coil Material,Negative,এই এসি এখন কপার অ্যালয় কয়েল নিয়ে আসছে। যদিও এটি অ্যালুমিনিয়াম কয়েলের তুলনায় বেশি কার্যকর তবে এর জন্য খরচ অনেক বেশি হয়।
Health/Wellness,Personal Care,body,lotion/body butters,HIMALAYA Nourishing Body Lotion,"season/climate, fragrance","skin types, hydra-nutri balance. glowing skin",Positive,চিত্তাকর্ষক হাইড্রা-নিউট্রি ভারসাম্যে সমৃদ্ধ এবং আপনার ত্বককে একটি উজ্জ্বল প্রভাব দেয়
Vehicles,Automotives,Bikes,Commuter,Bajaj,"popular, young generation, fuel efficiency,","Reliability, evolution in services, indigenous technological upgradation, symbolic of India's prowess in the automobile industry, low mileage, high price and maintenance costs",Negative,"বাজাজ পালসার মডেলে কম মাইলেজ, দাম বেশি, চেহারায় খুব স্টাইলিশ হওয়া সত্ত্‌বেও রক্ষণাবেক্ষণের খরচ ছিল।"
Entertainment,Amusement,Parks,For children,Vithoba Balaji Murkute Park ,"entry price, rides and attractions, developmental activities,Play area,maintenance",maintenance,Negative,টয়লেটগুলির রক্ষণাবেক্ষণ একদমই করা হয় না এবং সেখানে কোনও স্বাস্থ্যকর পানীয় জলের সুবিধাও নেই।
Pets,Dogs,Grooming,Grooming clippers,T-VITEK,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer","powerful, easy to use, tools",Positive,সেরা শক্তিশালী ক্লিপার এবং ব্যবহার করা খুব সহজ। এতে রয়েছে সব ধরনের সরঞ্জাম। কাঁচিও দারুণ।
Transportation,Air,Flights,Domestic,Air India,"Cleanliness, hassle-free booking, safety, punctuality, luggage allowance, insurance, zero cancellation fees, affordable rates",Luggage allowance Punctuality,Negative,"""আগে আমরা খুব একটা সময়ানুবর্তী ছিলাম না।"""
Baby Products,Baby,"Baby bath, skin and grooming",Lotion and cream,Himalaya,"vitamin E, power of herbs, clinically proven mild, moisturizes","Mild, herbal.",Positive,এটি খুব সহজেই ত্বকের মধ্যে মিশে যায় এবং এটি ত্বকের জন্য বেশ ভালো।
Fashion,Beauty,Fragrance,Perfume,DressBerry Crush Fragrance Mist,"unisex/men/women, long lasting smell",Long lasting,Negative,এর গন্ধ বেশিদিন থাকে না। অন্যান্য ব্র্যান্ডের মতো আমি এই ব্র্যান্ডের সুপারিশ করবো না।
Education,Books,Children's book,Story books,Aesop Fables,"moral stories, stories with colourful pictures, simple language, illustrations to add fun, Price",Illustrations to add fun,Positive,মজা যোগ করার জন্য সুন্দর ছবি দেওয়া হয়েছে। আমার 3 বছরের বাচ্চা এটা ভালবাসে। প্রতিটি বইয়ের একটি করে গল্প রয়েছে। তাদের বোঝানো সহজ কারণ তারা ভাল দৃষ্টান্তের সাথে সংযুক্ত বোধ করতে পারে।
Entertainment,Apps,Entertainment,Music apps,Spotify,"offline downloads, high quality audio, official albums, recommendations based on taste, location and time of the day, ads, listening with the screen off",Ads,Negative,এই অ্যাপটিতে আপনি গানের থেকে বিজ্ঞাপন বেশি পাবেন। অনেক বিজ্ঞাপনই চলতে থাকে।
Health/Wellness,Personal Care,body,body wash,Pears Pure and Gente body wash,"natural ingredients, cruelty-free","hydrated and glowing skin, pure glycerin, 100% soap free",Positive,"জেল খুব ভালভাবে ফেনা তৈরী করে এবং বুদবুদ তৈরি করে, কার্যকরভাবে আপনার ত্বক পরিষ্কার করে এবং ময়েশ্চারাইজ করে যখন আপনি সতেজ অনুভব করেন"
Pets,Dogs,Grooming,Dog brush,Foodie Puppies,"hair shredding, self cleaning, pet skin friendly, comfortable","detangles hair, prevents shedding",Positive,এটি প্রতিটি লোমের টুকরাকে বিচ্ছিন্ন করে দেয়। এটি সমস্ত আলগা লোম টেনে বের করে এবং ঝরে পড়া রোধ করে।
